title,answer,img,bogi1,bogi2,bogi3,bogi4
다음 회의가 있었던 시기를 연표에서 옳게 고른 것은?,1,https://img.comcbt.com/cbt/data/k3/k320150808/k320150808m38.gif?1476226657,(가),(나),(다),(라)
(가)~(다)를 일어난 순서대로 옳게 나열한 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150808/k320150808m40.gif?1476226657,(가)-(나)-(다),(가)-(다)-(나),(나)-(가)-(다),(다)-(가)-(나)
다음 축제에서 체험할 수 있는 활동으로 적절하지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m1.gif?1476226645,가락바퀴로 실 뽑기,돌보습으로 밭 갈기,고인돌의 덮개돌 끌기,갈판과 갈돌로 곡식 갈기
밑줄 그은 ‘이 나라’에 대한 설명으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m2.gif?1476226647,화랑도를 국가적 조직으로 만들었다.,12월에 영고라는 제천 행사를 열었다.,8조법을 통해 사회 질서를 유지하였다.,천군이 소도를 관할하며 종교 의식을 주관하였다.
다음 인물의 업적으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m3.gif?1476226649,불교를 공인하였다.,천리장성을 쌓았다.,태학을 설립하였다.,도읍을 평양으로 옮겼다.
(가) 나라에 대한 설명으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m4.gif?1476226651,철을 왜에 수출하였다.,진대법을 실시하였다.,우산국을 정복하였다.,수나라의 침입을 물리쳤다.
(가)에 들어갈 내용으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m5.gif?1476226651,유학과 한문을 전하다.,쇼토쿠 태자의 스승이 되다.,배를 제작하는 기술을 전수하다.,종이와 먹 만드는 법을 알려주다.
다음 왕의 업적으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m6.gif?1476226651,5소경을 설치하였다.,고구려 왕을 전사시켰다.,관리의 공복을 제정하였다.,도읍을 웅진에서 사비로 옮겼다.
(가) 국가에 대한 설명으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m7.gif?1476226651,책화라는 풍습이 있었다.,민며느리제가 성행하였다.,골품제라는 신분 제도가 있었다.,권문세족들이 음서를 통해 관직에 진출하였다.
다음 사건이 일어난 시기를 연표에서 옳게 고른 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m9.gif?1476226652,(가),(나),(다),(라)
다음 가상 다큐멘터리에서 볼 수 있는 장면으로 적절하지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m10.gif?1476226645,쌍기의 건의로 과거제를 실시하는 광종,당의 산둥 반도 공격 명령을 내리는 무왕,외교 문서를 통해 고구려 계승을 밝히는 문왕,동모산에 성을 쌓고 새로운 나라를 세우는 대조영
(가)~(다)의 문화유산을 만들어진 순서대로 옳게 나열한 것은?,2,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m11.gif?1476226645,(가) - (나) - (다),(가) - (다) - (나),(나) - (가) - (다),(다) - (가) - (나)
다음 가상 인터뷰에서 (가)에 들어갈 내용으로 적절하지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m12.gif?1476226646,종이와 기와를 만들어 팔았습니다.,청화 백자를 만들어 판매하였습니다.,여행자를 위한 숙소를 운영하였습니다.,땅과 곡식을 빌려주고 대가를 받았습니다.
(가)에 들어갈 내용으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m13.gif?1476226646,12목 설치,별무반 조직,집현전 설치,4군 6진 개척
학생들이 이야기하고 있는 지역을 지도에서 옳게 찾은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m14.gif?1476226646,(가),(나),(다),(라)
(가)에 들어갈 용어로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m15.gif?1476226646,호족,6두품,문벌 귀족,신진 사대부
(가)에 들어갈 내용으로 옳지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m17.gif?1476226646,변발이 유행했어요.,공녀를 바쳐야 했어요.,동북 9성이 축조되었어요.,정동행성이 설치되었어요.
(가)에 들어갈 사건으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m18.gif?1476226647,만적의 난,원종.애노의 난,이성계의 위화도 회군,묘청의 서경 천도 운동
밑줄 그은 ‘이 인물’로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m20.gif?1476226647,서희,윤관,강감찬,을지문덕
다음 시조를 지은 인물이 실시한 제도로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m22.gif?1476226648,호패법,대동법,균역법,노비안검법
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m23.gif?1476226648,세자가 공부하는 곳,왕이 쉬고 잠을 자는 곳,왕실의 웃어른들이 생활하는 곳,국가의 중요 의식이 거행되는 곳
다음 내용에 해당하는 사건으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m24.gif?1476226648,이자겸의 난,홍경래의 난,김사미·효심의 난,망이·망소이의 난
밑줄 그은 ‘이 전쟁’ 중에 있었던 사실로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m25.gif?1476226648,충주성에서 승리를 거두었다.,행주산성에서 적을 격파하였다.,남한산성에서 적과 맞서 싸웠다.,처인성에서 적의 침입을 막아냈다.
(가)에 들어갈 인물로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m29.gif?1476226649,조헌,곽재우,고경명,서산대사
타임머신을 타고 도착한 시기의 경제 모습으로 적절한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m30.gif?1476226649,목화가 처음 재배되기 시작하였다.,벽란도를 통해 송의 상인과 무역을 하였다.,"고구마, 감자 등 새로운 작물을 재배하였다.",청해진을 거점으로 당과 해상 무역을 하였다.
(가) 조약이 맺어진 결과로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m31.gif?1476226649,일본군이 조선에 주둔하였다.,조선이 외교권을 박탈당하였다.,조선이 일본에 배상금을 지불하였다.,조선이 부산을 포함한 3개 항구를 개항하였다.
(가)에 들어갈 내용으로 적절하지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m32.gif?1476226650,장용영 설치,별기군 창설,영선사 파견,기기창 설립
다음 개혁에 대한 설명으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m33.gif?1476226650,김홍집 등이 추진하였다.,대한 제국 시기에 선포되었다.,구식 군인의 불만이 주요 원인이었다.,원산 학사를 세워 근대 교육을 실시하였다.
밑줄 그은 ‘독립군 부대’로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m34.gif?1476226650,조선 의용군,조선 혁명군,한국 광복군,한국 독립군
(가)에 들어갈 기관으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m35.gif?1476226650,통감부,조선 총독부,서대문 형무소,동양 척식 주식회사
밑줄 그은 (ㄱ)에 해당하는 사실로 옳지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m36.gif?1476226650,창씨개명을 실시하였다.,고종을 강제로 퇴위시켰다.,한국 역사 대신에 일본 역사를 가르쳤다.,학교에서 한국어 대신 일본어 사용을 강요하였다
다음과 같은 결과를 가져온 사건으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m37.gif?1476226650,4·19 혁명,6월 민주 항쟁,10월 유신 선포,3선 개헌 반대 운동
(가)에 들어갈 내용으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m39.gif?1476226650,연통제 실시,집강소 설치,독립 협회 결성,삼정이정청 설립
밑줄 그은 ‘이 섬’에 대한 설명으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150523/k320150523m40.gif?1476226651,영국이 점령하였다가 철수하였다.,몽골과 항쟁한 역사가 있는 곳이다.,양헌수 부대가 프랑스 군과 전투를 벌였다.,안용복이 일본에 가서 우리 영토임을 확인하였다.
다음 유물이 처음 만들어진 시대에 대한 설명으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m1.gif?1476226638,소를 농사에 널리 이용하였다.,가락바퀴를 사용하여 실을 뽑았다.,철제 무기로 다른 부족을 정복하였다.,청동으로 지배 계급의 장신구를 만들었다.
(가)에 들어갈 내용으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m2.gif?1476226639,태학을 설립하였다.,도읍을 평양으로 옮겼다.,신라를 도와 왜구를 물리쳤다.,진대법을 처음으로 실시하였다.
(가) 나라에 대한 설명으로 옳지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m4.gif?1476226643,8조법이 있었다.,화랑도를 조직하였다.,단군왕검에 의해 건국되었다.,청동기 문화를 바탕으로 성장하였다.
다음 그림에 해당하는 사건으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m9.gif?1476226645,살수 대첩,기벌포 전투,매소성 전투,황산벌 전투
(가)~(다)의 문화유산을 만들어진 순서대로 옳게 나열한 것은 ?,3,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m10.gif?1476226638,(가) - (나) - (다),(가) - (다) - (나),(다) - (가) - (나),(다) - (나) - (가)
밑줄 그은 ‘왕’의 업적으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m11.gif?1476226638,연등회와 팔관회를 폐지하였다.,나라를 세운 후 철원으로 도읍을 옮겼다.,최승로의 건의에 따라 지방관을 파견하였다.,서경을 기지로 삼아 북진 정책을 추진하였다.
(가)에 들어갈 내용으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m12.gif?1476226638,6두품,권문세족,문벌 귀족,신진 사대부
다음 외교 담판이 있었던 시기를 연표에서 옳게 고른 것은?,2,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m14.gif?1476226638,(가),(나),(다),(라)
(가) 국가에 대한 설명으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m16.gif?1476226639,거란의 침입으로 멸망하였다.,대조영이 동모산에서 건국하였다.,전성기 때 해동성국으로 불리었다.,전국을 9주로 나누고 5소경을 설치하였다.
다음 그림에 나타난 역사적 사건에 대한 설명으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m18.gif?1476226639,행주산성에서 싸워 이겼다.,안시성에서 적군을 막아냈다.,한산도 해전에서 승리를 거두었다.,충주성에서 적의 공격을 물리쳤다.
다음 가상 시나리오 장면에 등장하는 왕의 업적으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m19.gif?1476226639,동북 9성을 쌓았다.,4군 6진을 개척하였다.,교정도감을 설치하였다.,철령 이북의 땅을 회복하였다.
학생들이 이야기하고 있는 지역을 지도에서 옳게 찾은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m22.gif?1476226640,(가),(나),(다),(라)
다음 대화가 이루어진 시기의 대외 정책으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m23.gif?1476226640,북벌 정책을 추진하였다.,개화 정책을 실시하였다.,중립 외교 정책을 펼쳤다.,통상 수교 거부 정책을 전개하였다.
(가)에 들어갈 내용으로 옳지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m24.gif?1476226640,이성계가 나라를 세웠어요.,호족이 건국의 중심 세력이었어요.,유교가 국가 통치의 근본 이념이었어요.,나라 이름은 고조선을 계승한다는 뜻에서 조선이라 했어요.
다음 대화가 이루어진 시기의 사실로 옳지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m26.gif?1476226641,건원중보가 만들어져 사용되었다.,벼와 보리의 이모작이 실시되었다.,"전국에 1,000여 개의 장시가 생겨났다.","경강 상인, 송상 등이 활발하게 활동하였다."
다음 학생이 생각하고 있는 기관으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m27.gif?1476226641,의금부,집현전,춘추관,홍문관
다음 인물들이 의병 운동을 일으킨 공통된 원인으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m28.gif?1476226641,외교권을 빼앗겼다.,병자호란이 일어났다.,임진왜란이 일어났다.,고종이 강제로 퇴위당했다.
(가)에 들어갈 근대 시설로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m33.gif?1476226642,전환국,기기창,박문국,광혜원
다음 학생들의 발표 내용으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m34.gif?1476226642,①,②,③,④
다음 사건의 결과로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m36.gif?1476226642,집강소가 설치되었다.,갑오개혁이 추진되었다.,청나라의 간섭이 심해졌다.,고종이 러시아 공사관으로 처소를 옮겼다.
밑줄 그은 (ㄱ)의 결과로 옳지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m37.gif?1476226643,일제가 토지세를 더 많이 거두었다.,조선 총독부가 왕실 토지를 차지하였다.,자기 땅을 가진 우리 농민들이 늘어났다.,동양 척식 주식회사에서 토지를 일본인에게 싼값에 팔았다.
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m39.gif?1476226643,이토 히로부미를 저격하였다.,일왕에게 폭탄을 투척하였다.,종로 경찰서에 폭탄을 투척하였다.,홍커우 공원에서 일본 주요 인물들에게 폭탄을 투척하였다.
(가)에 들어갈 내용으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320150124/k320150124m40.gif?1476226643,남북 기본 합의서 채택,6·15 남북 공동 선언 발표,제1차 남북 적십자 회담 개최,남북 이산 가족 고향 방문단 최초 상봉
다음 화면의 유물이 널리 사용된 시대에 대한 설명으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m1.gif?1476226630,철제 농기구를 사용하여 농사를 지었다.,민무늬 토기를 만들어 음식물을 저장하였다.,사냥과 채집 등을 하면서 이동 생활을 하였다.,많은 사람들이 고인돌을 만드는 데 참여하였다.
밑줄 그은 ‘왕’으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m4.gif?1476226636,성왕,의자왕,진흥왕,근초고왕
다음 문화유산을 만든 나라에 대한 학생의 설명으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m6.gif?1476226637,진대법을 실시하였어요.,대가야를 정복하였어요.,화랑도를 조직하였어요.,사비를 도읍으로 삼았어요.
밑줄 그은 '왕‘의 업적으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m7.gif?1476226637,신라에 군대를 보내어 왜군을 물리쳤다.,당나라 군대를 몰아내고 삼국 통일을 완수하였다.,수나라 군대를 살수로 유인하여 큰 승리를 거두었다.,백제와 함께 고구려를 공격하여 한강 유역을 차지하였다.
(가) 국가에 대한 설명으로 옳지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m9.gif?1476226637,고구려를 계승한 나라였다.,거란의 침략을 받아 멸망하였다.,강감찬의 활약으로 의적을 물리쳤다.,대조영이 동모산을 근거지로 하여 건국하였다.
밑줄 그은 ‘무역항’으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m10.gif?1476226630,당항성,벽란도,울산항,청해진
다음 인물의 활동으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m11.gif?1476226631,동북 9성을 쌓았다.,대마도를 정벌하였다.,4군 6진을 개척하였다.,강동 6주를 확보하였다.
(가)에 들어갈 인물로 옳지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m12.gif?1476226631,도침,복신,연개소문,흑치상치
밑줄 그은 ‘국경선’을 지도에서 옳게 고른 것은?,1,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m15.gif?1476226631,(가),(나),(다),(라)
밑줄 그은 ‘이것’으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m17.gif?1476226632,삼,모시,목화,닥나무
(가)~(다)의 문화유산을 만들어진 순서대로 옳게 나열한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m18.gif?1476226632,(가)-(나)-(다),(나)-(가)-(다),(나)-(다)-(가),(다)-(가)-(나)
밑줄 그은 ‘이 지역’을 지도에서 옳게 고른 것은?,3,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m19.gif?1476226632,(가),(나),(다),(라)
다음 대화에 나타난 사건이 발생한 시기를 연표에서 옳게 고른 것은?,3,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m20.gif?1476226632,(가),(나),(다),(라)
다음 가상 인터뷰를 하고 있는 왕의 업적으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m23.gif?1476226633,규장각을 설치하였다.,전국을 8도로 나누었다.,경국대전을 완성하였다.,훈련도감을 창설하였다.
(가)에 들어갈 사건으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m25.gif?1476226634,병자호란,신미양요,행주 대첩,황산벌 전투
다음 자료에 나타난 왕의 업적으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m26.gif?1476226634,균역법 실시,당백전 발행,집현전 설치,수원 화성 건설
밑줄 그은 ‘내상’이 주로 활동했던 지역으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m27.gif?1476226634,(가),(나),(다),(라)
다음 주제에 대한 학생들의 대화 내용으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m28.gif?1476226634,①,②,③,④
다음 학생이 생각하고 있는 교육 기관으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m30.gif?1476226635,대성 학교,배재 학당,원산 학사,육영 공원
(가)에 들어갈 사건으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m31.gif?1476226635,갑신정변,임오군란,동학 농민 운동,진주 농민 봉기
다음 시나리오의 소재가 된 민족 운동으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m32.gif?1476226635,형평 운동,국채 보상 운동,물산 장려 운동,민립 대학 설립 운동
(가)에 들어갈 책으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m33.gif?1476226635,김유신전,안중근전,을지문덕전,동명성왕실기
다음 책의 저자로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m34.gif?1476226635,이익,박지원,유형원,정약용
(가)에 들어갈 단체로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m35.gif?1476226635,신민회,독립 협회,대한 국민 의회,대한민국 임시 정부
(가)에 들어갈 사건으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m37.gif?1476226636,갑오개혁,을미사변,을사조약,강화도 조약
다음 인물에 대한 설명으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m38.gif?1476226636,한인 애국단을 조직하였다.,청산리 전투를 승리로 이끌었다.,하얼빈에서 이토 히로부미를 사살하였다.,도쿄에서 일본 국왕을 향해 폭탄을 던졌다.
다음 자료에 나타난 전쟁의 전개 과정에서 있었던 사실로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m39.gif?1476226636,조선 총독부가 설치되었다.,5·10 총선거가 실시되었다.,인천 상륙 작전이 실행되었다.,미·소 공동 위원회가 개최되었다.
다음 자료에 나타난 시기를 연표에서 옳게 고른 것은?,4,https://img.comcbt.com/cbt/data/k3/k320141025/k320141025m40.gif?1476226636,(가),(나),(다),(라)
선생님의 질문에 대한 학생의 대답으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m2.gif?1476226625,①,②,③,④
(가)에 들어갈 왕에 대한 설명으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m4.gif?1476226629,수나라의 침략을 막아냈다.,도읍을 평양성으로 옮겼다.,신라를 도와 왜구를 물리쳤다.,화랑도를 국가적인 조직으로 만들었다.
밑줄 그은‘전쟁’이 있었던 시기를 연표에서 옳게 고른 것은?,4,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m6.gif?1476226629,(가),(나),(다),(라)
밑줄 그은‘이 나라’에 대한 설명으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m8.gif?1476226630,위례성을 도읍지로 삼았다.,당나라의 침략으로 멸망하였다.,전국을 9주 5소경으로 나누었다.,전성기 때 해동성국이라 불리었다.
다음 자료에 해당하는 무덤으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m9.gif?1476226630,장군총,천마총,무령왕릉,정효 공주 묘
다음에 해당하는 인물로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m10.gif?1476226623,계백,장보고,강감찬,을지문덕
(가)에 들어갈 내용으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m11.gif?1476226623,후고구려를 세운 궁예,고려에 나라를 넘겨준 경순왕,신검에게 왕위를 빼앗긴 견훤,황산벌 전투에서 승리한 김유신
다음 주제에 해당하는 문화유산으로 옳지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m12.gif?1476226623,(가),(나),(다),(라)
선생님의 질문에 대한 학생의 답변으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m13.gif?1476226623,(가),(나),(다),(라)
(가)에 들어갈 왕으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m14.gif?1476226624,광종,성종,충렬왕,공민왕
선생님의 질문에 대한 학생의 답변으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m16.gif?1476226624,쓰시마 섬을 정벌하여 왜구를 소탕하였어요.,여진족을 몰아내고 4군 6진을 개척하였어요.,새로운 군사 조직인 훈련도감을 설치하였어요.,화통도감의 설치를 건의하고 화포를 만들었어요.
다음 주제에 해당하는 문화유산으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m20.gif?1476226625,(가),(나),(다),(라)
다음 만화에 등장하는 왕의 업적으로 옳지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m22.gif?1476226625,측우기 제작,칠정산 편찬,경국대전 완성,삼강행실도 간행
다음 가상 인터뷰의 (가)에 들어갈 내용으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m24.gif?1476226626,거북선이 왜군의 배를 격침시킬 때는 통쾌했지!,부녀자까지 함께 싸운 행주산성의 싸움은 힘들었지!,붉은 옷을 입고 왜군과 싸우는 곽재우 장군은 대단했어!,인조 임금님께서 남한산성으로 피신하실 때 안타까웠어!
다음 사건으로 체결된 조약에 대한 설명으로 옳지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m25.gif?1476226626,조선에 불리한 불평등 조약이었다.,고종이 강제로 물러나는 결과를 가져왔다.,"부산, 원산, 인천이 개항되는 계기가 되었다.",우리나라가 외국과 맺은 최초의 근대적 조약이었다.
밑줄 그은‘이 종교’에 대한 설명으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m28.gif?1476226627,용담유사라는 포교 가사집이 있다.,인내천과 후천 개벽 사상을 내세웠다.,"유교, 불교, 민간 신앙 등이 융합되어 있다.",조상의 제사를 지내지 않아 정부의 탄압을 받았다.
(가) ~ (다)의 인물이 활동했던 순서대로 옳게 나열한 것은?,1,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m30.gif?1476226627,(가) - (나) - (다),(가) - (다) - (나),(나) - (다) - (가),(다) - (가) - (나)
(가) 사건에 대한 설명으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m31.gif?1476226627,외규장각 도서가 약탈당하였다.,갑오개혁을 단행하는 계기가 되었다.,제너럴 셔먼호 사건이 원인이 되었다.,흥선대원군이 물러나는 결과를 가져왔다.
밑줄 그은 ‘이곳’을 지도에서 옳게 찾은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m34.gif?1476226628,(가),(나),(다),(라)
다음과 같이 전개된 사건에서 (가)에 들어갈 인물로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m36.gif?1476226628,김옥균,김홍집,안창호,어재연
다음 선거 이후의 사실로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m37.gif?1476226628,건국 동맹 조직,대한민국 정부 수립,미·소 공동 위원회 설치,모스크바 3국 외상 회의 개최
(가) ~ (다)를 일어난 순서대로 옳게 나열한 것은?,2,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m38.gif?1476226628,(가) - (나) - (다),(가) - (다) - (나),(나) - (다) - (가),(다) - (가) - (나)
다음 일기를 통해 알 수 있는 세시 풍속으로 옳은 것은,3,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m39.gif?1476226628,단오,동지,추석,칠석
다음 토의 주제에 대한 학생들의 대화 내용으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320140809/k320140809m40.gif?1476226629,①,②,③,④
다음 대본에 등장하는 왕이 실시한 제도로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320140524/k320140524m2.gif?1476226618,의창,환곡,상평창,진대법
(가) 국가를 다스렸던 왕의 업적으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320140524/k320140524m5.gif?1476226622,5소경을 설치하였다.,우산국을 정벌하였다.,도읍을 평양으로 옮겼다.,황해도 일부 지역을 차지하였다.
(가)에 들어갈 내용으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320140524/k320140524m7.gif?1476226623,고려 건국,신라 항복,안시성 싸움,동북9성 축조
다음 가상 편지를 쓴 인물로 가장 적절한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320140524/k320140524m8.gif?1476226623,원효,장보고,최치원,김부식
다음을 받아들인 왕의 업적으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320140524/k320140524m9.gif?1476226623,성균관을 설립하였다.,경국대전을 편찬하였다.,지방에 12목을 설치하였다.,한강 유역에서 건국되었다.
밑줄 그은 ‘이 나라’에 대한 설명으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320140524/k320140524m10.gif?1476226615,왜와 교류하였다.,신라에게 멸망당하였다.,철이 주요 수출품이었다.,한강 유역에서 건국되었다.
밑줄 그은 ‘나라’에 대한 설명으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320140524/k320140524m12.gif?1476226616,백제를 계승하였다.,국내성을 도읍으로 삼았다.,한나라의 침략으로 멸망하였다.,신라와 교류하는 교통로가 있었다.
학생들이 공통으로 이야기하고 있는 지역을 지도에서 옳게 찾은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320140524/k320140524m13.gif?1476226616,(가),(나),(다),(라)
